group,candidate_a,candidate_b,mae_relative_difference,rmse_relative_difference,loss,semantic_evidence,eligible,rejection_reasons,preference_distance
event_presence,narrow-spike-v1__event_presence__false__duration_s-30-magnitude_rps-35-peak_rps-60,narrow-spike-v1__event_presence__missed__duration_s-30-magnitude_rps-35,0.0,0.0,0.0,"{""side_a"":""false"",""side_b"":""missed"",""support_jaccard"":0.0}",True,[],0
event_presence,narrow-spike-v1__event_presence__false__duration_s-40-magnitude_rps-25-peak_rps-50,narrow-spike-v1__event_presence__missed__duration_s-30-magnitude_rps-35,0.04878048780487803,0.19203774214285865,8.840282461672523,"{""side_a"":""false"",""side_b"":""missed"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",20
event_presence,narrow-spike-v1__event_presence__false__duration_s-40-magnitude_rps-30-peak_rps-55,narrow-spike-v1__event_presence__missed__duration_s-30-magnitude_rps-35,0.13333333333333341,0.010309552285743113,7.010318409524774,"{""side_a"":""false"",""side_b"":""missed"",""support_jaccard"":0.0}",False,"[""mae_tolerance""]",15
event_presence,narrow-spike-v1__event_presence__false__duration_s-40-magnitude_rps-35-peak_rps-60,narrow-spike-v1__event_presence__missed__duration_s-30-magnitude_rps-35,0.28571428571428575,0.14359353944898165,19.072165600680343,"{""side_a"":""false"",""side_b"":""missed"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",10
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-4-start_s-60,0.0,0.0,0.0,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum""]",88
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-6-start_s-60,0.4000000000000001,0.39999999999999997,33.333333333333336,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",86
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-8-start_s-60,0.6666666666666666,0.6666666666666667,55.55555555555556,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",84
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-10-start_s-60,0.8571428571428571,0.8571428571428572,71.42857142857143,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",86
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-4-start_s-60,0.4000000000000001,0.20204102886728761,26.734700962242925,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",78
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-6-start_s-60,0.7692307692307693,0.5901182196423013,58.1321457829485,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",76
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-8-start_s-60,1.0000000000000002,0.8404082057734574,78.01360685911526,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",74
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-10-start_s-60,1.1578947368421053,1.0152300043085503,91.7357369857236,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",76
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-45-magnitude_rps-4-start_s-60,0.7692307692307693,0.39999999999999997,51.794871794871796,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",63
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-45-magnitude_rps-6-start_s-60,1.0857142857142859,0.7692307692307693,79.92673992673994,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",61
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-45-magnitude_rps-8-start_s-60,1.272727272727273,0.9999999999999999,96.96969696969697,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",59
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-45-magnitude_rps-10-start_s-60,1.3962264150943395,1.157894736842105,108.40781198278714,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",61
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-4-start_s-60,1.0000000000000002,0.5358983848622455,67.8632794954082,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",48
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-6-start_s-60,1.272727272727273,0.8882948094933454,93.24619061947516,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",46
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-8-start_s-60,1.4285714285714286,1.1039630490408168,108.227339729932,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",44
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-4-start_s-420,gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-10-start_s-60,1.5294117647058822,1.2495488408062663,118.12221626216966,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",46
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-4-start_s-60,0.4000000000000001,0.39999999999999997,33.333333333333336,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",86
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-6-start_s-60,0.0,0.0,0.0,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",True,[],84
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-8-start_s-60,0.2857142857142857,0.2857142857142858,23.80952380952381,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",82
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-10-start_s-60,0.5,0.5000000000000001,41.66666666666667,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",84
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-4-start_s-60,0.0,0.20204102886728753,6.734700962242918,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""rmse_tolerance""]",76
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-6-start_s-60,0.4,0.2020410288672877,26.734700962242925,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",74
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-8-start_s-60,0.6666666666666666,0.4808164115469151,49.360547051563834,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",72
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-10-start_s-60,0.8571428571428571,0.6847476391756021,65.68206416299626,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",74
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-45-magnitude_rps-4-start_s-60,0.4,0.0,20.0,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance""]",61
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-45-magnitude_rps-6-start_s-60,0.7692307692307693,0.40000000000000013,51.794871794871796,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",59
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-45-magnitude_rps-8-start_s-60,1.0,0.6666666666666666,72.22222222222223,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",57
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-45-magnitude_rps-10-start_s-60,1.1578947368421053,0.8571428571428573,86.46616541353384,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",59
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-4-start_s-60,0.6666666666666666,0.1435935394489818,38.11978464829939,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",46
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-6-start_s-60,1.0,0.5358983848622454,67.86327949540818,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",44
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-8-start_s-60,1.2,0.7913220829921511,86.37740276640504,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",42
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-6-start_s-420,gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-10-start_s-60,1.3333333333333333,0.9708629022101115,99.02876340700371,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",44
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-8-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-4-start_s-60,0.6666666666666666,0.6666666666666667,55.55555555555556,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_below_minimum"",""mae_tolerance"",""rmse_tolerance""]",84
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-8-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-6-start_s-60,0.2857142857142857,0.2857142857142858,23.80952380952381,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",82
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-8-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-8-start_s-60,0.0,0.0,0.0,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",True,[],80
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-8-start_s-420,gradual-ramp-v1__location__transition__duration_s-20-magnitude_rps-10-start_s-60,0.22222222222222232,0.22222222222222227,18.518518518518526,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",82
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-8-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-4-start_s-60,0.2857142857142857,0.48081641154691507,30.312928003944787,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",74
location,gradual-ramp-v1__location__stable__duration_s-20-magnitude_rps-8-start_s-420,gradual-ramp-v1__location__transition__duration_s-30-magnitude_rps-6-start_s-60,0.11764705882352948,0.08489846928149027,8.71230191722615,"{""side_a"":""stable"",""side_b"":""transition"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",72
