trace_id,decision_offset_ms,target_offset_ms,horizon_ms,demand_time_rps,demand_time_oracle_replicas,future_target_rps,decision_time_oracle_replicas,terminal_extension
gradual-ramp-v1,56000,62000,6000,25.000000,1,25.583333,1,false
gradual-ramp-v1,57000,63000,6000,25.000000,1,25.777778,1,false
gradual-ramp-v1,58000,64000,6000,25.000000,1,25.972222,1,false
gradual-ramp-v1,59000,65000,6000,25.000000,1,26.166667,1,false
gradual-ramp-v1,60000,66000,6000,25.194444,1,26.361111,1,false
gradual-ramp-v1,61000,67000,6000,25.388889,1,26.555556,1,false
gradual-ramp-v1,62000,68000,6000,25.583333,1,26.750000,1,false
gradual-ramp-v1,63000,69000,6000,25.777778,1,26.944444,1,false
gradual-ramp-v1,64000,70000,6000,25.972222,1,27.138889,1,false
gradual-ramp-v1,65000,71000,6000,26.166667,1,27.333333,1,false
gradual-ramp-v1,66000,72000,6000,26.361111,1,27.527778,1,false
gradual-ramp-v1,67000,73000,6000,26.555556,1,27.722222,1,false
gradual-ramp-v1,68000,74000,6000,26.750000,1,27.916667,1,false
gradual-ramp-v1,69000,75000,6000,26.944444,1,28.111111,1,false
gradual-ramp-v1,70000,76000,6000,27.138889,1,28.305556,1,false
gradual-ramp-v1,71000,77000,6000,27.333333,1,28.500000,1,false
gradual-ramp-v1,72000,78000,6000,27.527778,1,28.694444,1,false
gradual-ramp-v1,73000,79000,6000,27.722222,1,28.888889,1,false
gradual-ramp-v1,74000,80000,6000,27.916667,1,29.083333,1,false
gradual-ramp-v1,75000,81000,6000,28.111111,1,29.277778,1,false
gradual-ramp-v1,76000,82000,6000,28.305556,1,29.472222,1,false
gradual-ramp-v1,77000,83000,6000,28.500000,1,29.666667,1,false
gradual-ramp-v1,78000,84000,6000,28.694444,1,29.861111,1,false
gradual-ramp-v1,79000,85000,6000,28.888889,1,30.055556,2,false
gradual-ramp-v1,80000,86000,6000,29.083333,1,30.250000,2,false
gradual-ramp-v1,81000,87000,6000,29.277778,1,30.444444,2,false
gradual-ramp-v1,82000,88000,6000,29.472222,1,30.638889,2,false
gradual-ramp-v1,83000,89000,6000,29.666667,1,30.833333,2,false
gradual-ramp-v1,84000,90000,6000,29.861111,1,31.027778,2,false
gradual-ramp-v1,85000,91000,6000,30.055556,2,31.222222,2,false
gradual-ramp-v1,86000,92000,6000,30.250000,2,31.416667,2,false
gradual-ramp-v1,87000,93000,6000,30.444444,2,31.611111,2,false
gradual-ramp-v1,88000,94000,6000,30.638889,2,31.805556,2,false
gradual-ramp-v1,89000,95000,6000,30.833333,2,32.000000,2,false
gradual-ramp-v1,90000,96000,6000,31.027778,2,32.194444,2,false
gradual-ramp-v1,91000,97000,6000,31.222222,2,32.388889,2,false
gradual-ramp-v1,92000,98000,6000,31.416667,2,32.583333,2,false
gradual-ramp-v1,93000,99000,6000,31.611111,2,32.777778,2,false
gradual-ramp-v1,94000,100000,6000,31.805556,2,32.972222,2,false
gradual-ramp-v1,95000,101000,6000,32.000000,2,33.166667,2,false
gradual-ramp-v1,96000,102000,6000,32.194444,2,33.361111,2,false
gradual-ramp-v1,97000,103000,6000,32.388889,2,33.555556,2,false
gradual-ramp-v1,98000,104000,6000,32.583333,2,33.750000,2,false
gradual-ramp-v1,99000,105000,6000,32.777778,2,33.944444,2,false
gradual-ramp-v1,100000,106000,6000,32.972222,2,34.138889,2,false
gradual-ramp-v1,101000,107000,6000,33.166667,2,34.333333,2,false
gradual-ramp-v1,102000,108000,6000,33.361111,2,34.527778,2,false
gradual-ramp-v1,103000,109000,6000,33.555556,2,34.722222,2,false
gradual-ramp-v1,104000,110000,6000,33.750000,2,34.916667,2,false
gradual-ramp-v1,105000,111000,6000,33.944444,2,35.111111,2,false
gradual-ramp-v1,106000,112000,6000,34.138889,2,35.305556,2,false
gradual-ramp-v1,107000,113000,6000,34.333333,2,35.500000,2,false
gradual-ramp-v1,108000,114000,6000,34.527778,2,35.694444,2,false
gradual-ramp-v1,109000,115000,6000,34.722222,2,35.888889,2,false
gradual-ramp-v1,110000,116000,6000,34.916667,2,36.083333,2,false
gradual-ramp-v1,111000,117000,6000,35.111111,2,36.277778,2,false
gradual-ramp-v1,112000,118000,6000,35.305556,2,36.472222,2,false
gradual-ramp-v1,113000,119000,6000,35.500000,2,36.666667,2,false
gradual-ramp-v1,114000,120000,6000,35.694444,2,36.861111,2,false
gradual-ramp-v1,115000,121000,6000,35.888889,2,37.055556,2,false
gradual-ramp-v1,116000,122000,6000,36.083333,2,37.250000,2,false
gradual-ramp-v1,117000,123000,6000,36.277778,2,37.444444,2,false
gradual-ramp-v1,118000,124000,6000,36.472222,2,37.638889,2,false
gradual-ramp-v1,119000,125000,6000,36.666667,2,37.833333,2,false
gradual-ramp-v1,120000,126000,6000,36.861111,2,38.027778,2,false
gradual-ramp-v1,121000,127000,6000,37.055556,2,38.222222,2,false
gradual-ramp-v1,122000,128000,6000,37.250000,2,38.416667,2,false
gradual-ramp-v1,123000,129000,6000,37.444444,2,38.611111,2,false
gradual-ramp-v1,124000,130000,6000,37.638889,2,38.805556,2,false
gradual-ramp-v1,125000,131000,6000,37.833333,2,39.000000,2,false
gradual-ramp-v1,126000,132000,6000,38.027778,2,39.194444,2,false
gradual-ramp-v1,127000,133000,6000,38.222222,2,39.388889,2,false
gradual-ramp-v1,128000,134000,6000,38.416667,2,39.583333,2,false
gradual-ramp-v1,129000,135000,6000,38.611111,2,39.777778,2,false
gradual-ramp-v1,130000,136000,6000,38.805556,2,39.972222,2,false
gradual-ramp-v1,131000,137000,6000,39.000000,2,40.166667,3,false
gradual-ramp-v1,132000,138000,6000,39.194444,2,40.361111,3,false
gradual-ramp-v1,133000,139000,6000,39.388889,2,40.555556,3,false
gradual-ramp-v1,134000,140000,6000,39.583333,2,40.750000,3,false
gradual-ramp-v1,135000,141000,6000,39.777778,2,40.944444,3,false
gradual-ramp-v1,136000,142000,6000,39.972222,2,41.138889,3,false
gradual-ramp-v1,137000,143000,6000,40.166667,3,41.333333,3,false
gradual-ramp-v1,138000,144000,6000,40.361111,3,41.527778,3,false
gradual-ramp-v1,139000,145000,6000,40.555556,3,41.722222,3,false
gradual-ramp-v1,140000,146000,6000,40.750000,3,41.916667,3,false
gradual-ramp-v1,141000,147000,6000,40.944444,3,42.111111,3,false
gradual-ramp-v1,142000,148000,6000,41.138889,3,42.305556,3,false
gradual-ramp-v1,143000,149000,6000,41.333333,3,42.500000,3,false
gradual-ramp-v1,144000,150000,6000,41.527778,3,42.694444,3,false
gradual-ramp-v1,145000,151000,6000,41.722222,3,42.888889,3,false
gradual-ramp-v1,146000,152000,6000,41.916667,3,43.083333,3,false
gradual-ramp-v1,147000,153000,6000,42.111111,3,43.277778,3,false
gradual-ramp-v1,148000,154000,6000,42.305556,3,43.472222,3,false
gradual-ramp-v1,149000,155000,6000,42.500000,3,43.666667,3,false
gradual-ramp-v1,150000,156000,6000,42.694444,3,43.861111,3,false
gradual-ramp-v1,151000,157000,6000,42.888889,3,44.055556,3,false
gradual-ramp-v1,152000,158000,6000,43.083333,3,44.250000,3,false
gradual-ramp-v1,153000,159000,6000,43.277778,3,44.444444,3,false
gradual-ramp-v1,154000,160000,6000,43.472222,3,44.638889,3,false
gradual-ramp-v1,155000,161000,6000,43.666667,3,44.833333,3,false
gradual-ramp-v1,156000,162000,6000,43.861111,3,45.027778,3,false
gradual-ramp-v1,157000,163000,6000,44.055556,3,45.222222,3,false
gradual-ramp-v1,158000,164000,6000,44.250000,3,45.416667,3,false
gradual-ramp-v1,159000,165000,6000,44.444444,3,45.611111,3,false
gradual-ramp-v1,160000,166000,6000,44.638889,3,45.805556,3,false
gradual-ramp-v1,161000,167000,6000,44.833333,3,46.000000,3,false
gradual-ramp-v1,162000,168000,6000,45.027778,3,46.194444,3,false
gradual-ramp-v1,163000,169000,6000,45.222222,3,46.388889,3,false
gradual-ramp-v1,164000,170000,6000,45.416667,3,46.583333,3,false
gradual-ramp-v1,165000,171000,6000,45.611111,3,46.777778,3,false
gradual-ramp-v1,166000,172000,6000,45.805556,3,46.972222,3,false
gradual-ramp-v1,167000,173000,6000,46.000000,3,47.166667,3,false
gradual-ramp-v1,168000,174000,6000,46.194444,3,47.361111,3,false
gradual-ramp-v1,169000,175000,6000,46.388889,3,47.555556,3,false
gradual-ramp-v1,170000,176000,6000,46.583333,3,47.750000,3,false
gradual-ramp-v1,171000,177000,6000,46.777778,3,47.944444,3,false
gradual-ramp-v1,172000,178000,6000,46.972222,3,48.138889,3,false
gradual-ramp-v1,173000,179000,6000,47.166667,3,48.333333,3,false
gradual-ramp-v1,174000,180000,6000,47.361111,3,48.527778,3,false
gradual-ramp-v1,175000,181000,6000,47.555556,3,48.722222,3,false
gradual-ramp-v1,176000,182000,6000,47.750000,3,48.916667,3,false
gradual-ramp-v1,177000,183000,6000,47.944444,3,49.111111,3,false
gradual-ramp-v1,178000,184000,6000,48.138889,3,49.305556,3,false
gradual-ramp-v1,179000,185000,6000,48.333333,3,49.500000,3,false
gradual-ramp-v1,180000,186000,6000,48.527778,3,49.694444,3,false
gradual-ramp-v1,181000,187000,6000,48.722222,3,49.888889,3,false
gradual-ramp-v1,182000,188000,6000,48.916667,3,50.083333,3,false
gradual-ramp-v1,183000,189000,6000,49.111111,3,50.277778,3,false
gradual-ramp-v1,184000,190000,6000,49.305556,3,50.472222,3,false
gradual-ramp-v1,185000,191000,6000,49.500000,3,50.666667,3,false
gradual-ramp-v1,186000,192000,6000,49.694444,3,50.861111,3,false
gradual-ramp-v1,187000,193000,6000,49.888889,3,51.055556,3,false
gradual-ramp-v1,188000,194000,6000,50.083333,3,51.250000,3,false
gradual-ramp-v1,189000,195000,6000,50.277778,3,51.444444,3,false
gradual-ramp-v1,190000,196000,6000,50.472222,3,51.638889,3,false
gradual-ramp-v1,191000,197000,6000,50.666667,3,51.833333,3,false
gradual-ramp-v1,192000,198000,6000,50.861111,3,52.027778,3,false
gradual-ramp-v1,193000,199000,6000,51.055556,3,52.222222,3,false
gradual-ramp-v1,194000,200000,6000,51.250000,3,52.416667,3,false
gradual-ramp-v1,195000,201000,6000,51.444444,3,52.611111,3,false
gradual-ramp-v1,196000,202000,6000,51.638889,3,52.805556,3,false
gradual-ramp-v1,197000,203000,6000,51.833333,3,53.000000,3,false
gradual-ramp-v1,198000,204000,6000,52.027778,3,53.194444,3,false
gradual-ramp-v1,199000,205000,6000,52.222222,3,53.388889,3,false
gradual-ramp-v1,200000,206000,6000,52.416667,3,53.583333,3,false
gradual-ramp-v1,201000,207000,6000,52.611111,3,53.777778,3,false
gradual-ramp-v1,202000,208000,6000,52.805556,3,53.972222,3,false
gradual-ramp-v1,203000,209000,6000,53.000000,3,54.166667,3,false
gradual-ramp-v1,204000,210000,6000,53.194444,3,54.361111,3,false
gradual-ramp-v1,205000,211000,6000,53.388889,3,54.555556,3,false
gradual-ramp-v1,206000,212000,6000,53.583333,3,54.750000,3,false
gradual-ramp-v1,207000,213000,6000,53.777778,3,54.944444,3,false
gradual-ramp-v1,208000,214000,6000,53.972222,3,55.138889,4,false
gradual-ramp-v1,209000,215000,6000,54.166667,3,55.333333,4,false
gradual-ramp-v1,210000,216000,6000,54.361111,3,55.527778,4,false
gradual-ramp-v1,211000,217000,6000,54.555556,3,55.722222,4,false
gradual-ramp-v1,212000,218000,6000,54.750000,3,55.916667,4,false
gradual-ramp-v1,213000,219000,6000,54.944444,3,56.111111,4,false
gradual-ramp-v1,214000,220000,6000,55.138889,4,56.305556,4,false
gradual-ramp-v1,215000,221000,6000,55.333333,4,56.500000,4,false
gradual-ramp-v1,216000,222000,6000,55.527778,4,56.694444,4,false
gradual-ramp-v1,217000,223000,6000,55.722222,4,56.888889,4,false
gradual-ramp-v1,218000,224000,6000,55.916667,4,57.083333,4,false
gradual-ramp-v1,219000,225000,6000,56.111111,4,57.277778,4,false
gradual-ramp-v1,220000,226000,6000,56.305556,4,57.472222,4,false
gradual-ramp-v1,221000,227000,6000,56.500000,4,57.666667,4,false
gradual-ramp-v1,222000,228000,6000,56.694444,4,57.861111,4,false
gradual-ramp-v1,223000,229000,6000,56.888889,4,58.055556,4,false
gradual-ramp-v1,224000,230000,6000,57.083333,4,58.250000,4,false
gradual-ramp-v1,225000,231000,6000,57.277778,4,58.444444,4,false
gradual-ramp-v1,226000,232000,6000,57.472222,4,58.638889,4,false
gradual-ramp-v1,227000,233000,6000,57.666667,4,58.833333,4,false
gradual-ramp-v1,228000,234000,6000,57.861111,4,59.027778,4,false
gradual-ramp-v1,229000,235000,6000,58.055556,4,59.222222,4,false
gradual-ramp-v1,230000,236000,6000,58.250000,4,59.416667,4,false
gradual-ramp-v1,231000,237000,6000,58.444444,4,59.611111,4,false
gradual-ramp-v1,232000,238000,6000,58.638889,4,59.805556,4,false
gradual-ramp-v1,233000,239000,6000,58.833333,4,60.000000,4,false
gradual-ramp-v1,234000,240000,6000,59.027778,4,60.000000,4,false
gradual-ramp-v1,235000,241000,6000,59.222222,4,60.000000,4,false
gradual-ramp-v1,236000,242000,6000,59.416667,4,60.000000,4,false
gradual-ramp-v1,237000,243000,6000,59.611111,4,60.000000,4,false
gradual-ramp-v1,238000,244000,6000,59.805556,4,60.000000,4,false
gradual-ramp-v1,239000,245000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,240000,246000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,241000,247000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,242000,248000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,243000,249000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,244000,250000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,245000,251000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,246000,252000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,247000,253000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,248000,254000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,249000,255000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,250000,256000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,251000,257000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,252000,258000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,253000,259000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,254000,260000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,255000,261000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,256000,262000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,257000,263000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,258000,264000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,259000,265000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,260000,266000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,261000,267000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,262000,268000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,263000,269000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,264000,270000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,265000,271000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,266000,272000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,267000,273000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,268000,274000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,269000,275000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,270000,276000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,271000,277000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,272000,278000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,273000,279000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,274000,280000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,275000,281000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,276000,282000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,277000,283000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,278000,284000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,279000,285000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,280000,286000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,281000,287000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,282000,288000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,283000,289000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,284000,290000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,285000,291000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,286000,292000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,287000,293000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,288000,294000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,289000,295000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,290000,296000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,291000,297000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,292000,298000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,293000,299000,6000,60.000000,4,60.000000,4,false
gradual-ramp-v1,294000,300000,6000,60.000000,4,59.708333,4,false
gradual-ramp-v1,295000,301000,6000,60.000000,4,59.416667,4,false
gradual-ramp-v1,296000,302000,6000,60.000000,4,59.125000,4,false
gradual-ramp-v1,297000,303000,6000,60.000000,4,58.833333,4,false
gradual-ramp-v1,298000,304000,6000,60.000000,4,58.541667,4,false
gradual-ramp-v1,299000,305000,6000,60.000000,4,58.250000,4,false
gradual-ramp-v1,300000,306000,6000,59.708333,4,57.958333,4,false
gradual-ramp-v1,301000,307000,6000,59.416667,4,57.666667,4,false
gradual-ramp-v1,302000,308000,6000,59.125000,4,57.375000,4,false
gradual-ramp-v1,303000,309000,6000,58.833333,4,57.083333,4,false
gradual-ramp-v1,304000,310000,6000,58.541667,4,56.791667,4,false
gradual-ramp-v1,305000,311000,6000,58.250000,4,56.500000,4,false
gradual-ramp-v1,306000,312000,6000,57.958333,4,56.208333,4,false
gradual-ramp-v1,307000,313000,6000,57.666667,4,55.916667,4,false
gradual-ramp-v1,308000,314000,6000,57.375000,4,55.625000,4,false
gradual-ramp-v1,309000,315000,6000,57.083333,4,55.333333,4,false
gradual-ramp-v1,310000,316000,6000,56.791667,4,55.041667,4,false
gradual-ramp-v1,311000,317000,6000,56.500000,4,54.750000,3,false
gradual-ramp-v1,312000,318000,6000,56.208333,4,54.458333,3,false
gradual-ramp-v1,313000,319000,6000,55.916667,4,54.166667,3,false
gradual-ramp-v1,314000,320000,6000,55.625000,4,53.875000,3,false
gradual-ramp-v1,315000,321000,6000,55.333333,4,53.583333,3,false
gradual-ramp-v1,316000,322000,6000,55.041667,4,53.291667,3,false
gradual-ramp-v1,317000,323000,6000,54.750000,3,53.000000,3,false
gradual-ramp-v1,318000,324000,6000,54.458333,3,52.708333,3,false
gradual-ramp-v1,319000,325000,6000,54.166667,3,52.416667,3,false
gradual-ramp-v1,320000,326000,6000,53.875000,3,52.125000,3,false
gradual-ramp-v1,321000,327000,6000,53.583333,3,51.833333,3,false
gradual-ramp-v1,322000,328000,6000,53.291667,3,51.541667,3,false
gradual-ramp-v1,323000,329000,6000,53.000000,3,51.250000,3,false
gradual-ramp-v1,324000,330000,6000,52.708333,3,50.958333,3,false
gradual-ramp-v1,325000,331000,6000,52.416667,3,50.666667,3,false
gradual-ramp-v1,326000,332000,6000,52.125000,3,50.375000,3,false
gradual-ramp-v1,327000,333000,6000,51.833333,3,50.083333,3,false
gradual-ramp-v1,328000,334000,6000,51.541667,3,49.791667,3,false
gradual-ramp-v1,329000,335000,6000,51.250000,3,49.500000,3,false
gradual-ramp-v1,330000,336000,6000,50.958333,3,49.208333,3,false
gradual-ramp-v1,331000,337000,6000,50.666667,3,48.916667,3,false
gradual-ramp-v1,332000,338000,6000,50.375000,3,48.625000,3,false
gradual-ramp-v1,333000,339000,6000,50.083333,3,48.333333,3,false
gradual-ramp-v1,334000,340000,6000,49.791667,3,48.041667,3,false
gradual-ramp-v1,335000,341000,6000,49.500000,3,47.750000,3,false
gradual-ramp-v1,336000,342000,6000,49.208333,3,47.458333,3,false
gradual-ramp-v1,337000,343000,6000,48.916667,3,47.166667,3,false
gradual-ramp-v1,338000,344000,6000,48.625000,3,46.875000,3,false
gradual-ramp-v1,339000,345000,6000,48.333333,3,46.583333,3,false
gradual-ramp-v1,340000,346000,6000,48.041667,3,46.291667,3,false
gradual-ramp-v1,341000,347000,6000,47.750000,3,46.000000,3,false
gradual-ramp-v1,342000,348000,6000,47.458333,3,45.708333,3,false
gradual-ramp-v1,343000,349000,6000,47.166667,3,45.416667,3,false
gradual-ramp-v1,344000,350000,6000,46.875000,3,45.125000,3,false
gradual-ramp-v1,345000,351000,6000,46.583333,3,44.833333,3,false
gradual-ramp-v1,346000,352000,6000,46.291667,3,44.541667,3,false
gradual-ramp-v1,347000,353000,6000,46.000000,3,44.250000,3,false
gradual-ramp-v1,348000,354000,6000,45.708333,3,43.958333,3,false
gradual-ramp-v1,349000,355000,6000,45.416667,3,43.666667,3,false
gradual-ramp-v1,350000,356000,6000,45.125000,3,43.375000,3,false
gradual-ramp-v1,351000,357000,6000,44.833333,3,43.083333,3,false
gradual-ramp-v1,352000,358000,6000,44.541667,3,42.791667,3,false
gradual-ramp-v1,353000,359000,6000,44.250000,3,42.500000,3,false
gradual-ramp-v1,354000,360000,6000,43.958333,3,42.208333,3,false
gradual-ramp-v1,355000,361000,6000,43.666667,3,41.916667,3,false
gradual-ramp-v1,356000,362000,6000,43.375000,3,41.625000,3,false
gradual-ramp-v1,357000,363000,6000,43.083333,3,41.333333,3,false
gradual-ramp-v1,358000,364000,6000,42.791667,3,41.041667,3,false
gradual-ramp-v1,359000,365000,6000,42.500000,3,40.750000,3,false
gradual-ramp-v1,360000,366000,6000,42.208333,3,40.458333,3,false
gradual-ramp-v1,361000,367000,6000,41.916667,3,40.166667,3,false
gradual-ramp-v1,362000,368000,6000,41.625000,3,39.875000,2,false
gradual-ramp-v1,363000,369000,6000,41.333333,3,39.583333,2,false
gradual-ramp-v1,364000,370000,6000,41.041667,3,39.291667,2,false
gradual-ramp-v1,365000,371000,6000,40.750000,3,39.000000,2,false
gradual-ramp-v1,366000,372000,6000,40.458333,3,38.708333,2,false
gradual-ramp-v1,367000,373000,6000,40.166667,3,38.416667,2,false
gradual-ramp-v1,368000,374000,6000,39.875000,2,38.125000,2,false
gradual-ramp-v1,369000,375000,6000,39.583333,2,37.833333,2,false
gradual-ramp-v1,370000,376000,6000,39.291667,2,37.541667,2,false
gradual-ramp-v1,371000,377000,6000,39.000000,2,37.250000,2,false
gradual-ramp-v1,372000,378000,6000,38.708333,2,36.958333,2,false
gradual-ramp-v1,373000,379000,6000,38.416667,2,36.666667,2,false
gradual-ramp-v1,374000,380000,6000,38.125000,2,36.375000,2,false
gradual-ramp-v1,375000,381000,6000,37.833333,2,36.083333,2,false
gradual-ramp-v1,376000,382000,6000,37.541667,2,35.791667,2,false
gradual-ramp-v1,377000,383000,6000,37.250000,2,35.500000,2,false
gradual-ramp-v1,378000,384000,6000,36.958333,2,35.208333,2,false
gradual-ramp-v1,379000,385000,6000,36.666667,2,34.916667,2,false
gradual-ramp-v1,380000,386000,6000,36.375000,2,34.625000,2,false
gradual-ramp-v1,381000,387000,6000,36.083333,2,34.333333,2,false
gradual-ramp-v1,382000,388000,6000,35.791667,2,34.041667,2,false
gradual-ramp-v1,383000,389000,6000,35.500000,2,33.750000,2,false
