request_id,scheduled_offset_us,source_second,target_rps,scheduled_requests_in_second
req-00000073,3019231,3,26.000000,26
req-00000074,3057692,3,26.000000,26
req-00000075,3096154,3,26.000000,26
req-00000076,3134615,3,26.000000,26
req-00000077,3173077,3,26.000000,26
req-00000078,3211538,3,26.000000,26
req-00000079,3250000,3,26.000000,26
req-00000080,3288462,3,26.000000,26
req-00000081,3326923,3,26.000000,26
req-00000082,3365385,3,26.000000,26
req-00000083,3403846,3,26.000000,26
req-00000084,3442308,3,26.000000,26
req-00000085,3480769,3,26.000000,26
req-00000086,3519231,3,26.000000,26
req-00000087,3557692,3,26.000000,26
req-00000088,3596154,3,26.000000,26
req-00000089,3634615,3,26.000000,26
req-00000090,3673077,3,26.000000,26
req-00000091,3711538,3,26.000000,26
req-00000092,3750000,3,26.000000,26
req-00000093,3788462,3,26.000000,26
req-00000094,3826923,3,26.000000,26
req-00000095,3865385,3,26.000000,26
req-00000096,3903846,3,26.000000,26
req-00000097,3942308,3,26.000000,26
req-00000098,3980769,3,26.000000,26
req-00000099,4018519,4,27.000000,27
req-00000100,4055556,4,27.000000,27
req-00000101,4092593,4,27.000000,27
req-00000102,4129630,4,27.000000,27
req-00000103,4166667,4,27.000000,27
req-00000104,4203704,4,27.000000,27
req-00000105,4240741,4,27.000000,27
req-00000106,4277778,4,27.000000,27
req-00000107,4314815,4,27.000000,27
req-00000108,4351852,4,27.000000,27
req-00000109,4388889,4,27.000000,27
req-00000110,4425926,4,27.000000,27
req-00000111,4462963,4,27.000000,27
req-00000112,4500000,4,27.000000,27
req-00000113,4537037,4,27.000000,27
req-00000114,4574074,4,27.000000,27
req-00000115,4611111,4,27.000000,27
req-00000116,4648148,4,27.000000,27
req-00000117,4685185,4,27.000000,27
req-00000118,4722222,4,27.000000,27
req-00000119,4759259,4,27.000000,27
req-00000120,4796296,4,27.000000,27
req-00000121,4833333,4,27.000000,27
req-00000122,4870370,4,27.000000,27
req-00000123,4907407,4,27.000000,27
req-00000124,4944444,4,27.000000,27
req-00000125,4981481,4,27.000000,27
req-00000126,5019231,5,26.000000,26
req-00000127,5057692,5,26.000000,26
req-00000128,5096154,5,26.000000,26
req-00000129,5134615,5,26.000000,26
req-00000130,5173077,5,26.000000,26
req-00000131,5211538,5,26.000000,26
req-00000132,5250000,5,26.000000,26
req-00000133,5288462,5,26.000000,26
req-00000134,5326923,5,26.000000,26
req-00000135,5365385,5,26.000000,26
req-00000136,5403846,5,26.000000,26
req-00000137,5442308,5,26.000000,26
req-00000138,5480769,5,26.000000,26
req-00000139,5519231,5,26.000000,26
req-00000140,5557692,5,26.000000,26
req-00000141,5596154,5,26.000000,26
req-00000142,5634615,5,26.000000,26
req-00000143,5673077,5,26.000000,26
req-00000144,5711538,5,26.000000,26
req-00000145,5750000,5,26.000000,26
req-00000146,5788462,5,26.000000,26
req-00000147,5826923,5,26.000000,26
req-00000148,5865385,5,26.000000,26
req-00000149,5903846,5,26.000000,26
req-00000150,5942308,5,26.000000,26
req-00000151,5980769,5,26.000000,26
req-00000152,6020000,6,25.000000,25
req-00000153,6060000,6,25.000000,25
req-00000154,6100000,6,25.000000,25
req-00000155,6140000,6,25.000000,25
req-00000156,6180000,6,25.000000,25
req-00000157,6220000,6,25.000000,25
req-00000158,6260000,6,25.000000,25
req-00000159,6300000,6,25.000000,25
req-00000160,6340000,6,25.000000,25
req-00000161,6380000,6,25.000000,25
req-00000162,6420000,6,25.000000,25
req-00000163,6460000,6,25.000000,25
req-00000164,6500000,6,25.000000,25
req-00000165,6540000,6,25.000000,25
req-00000166,6580000,6,25.000000,25
req-00000167,6620000,6,25.000000,25
req-00000168,6660000,6,25.000000,25
req-00000169,6700000,6,25.000000,25
req-00000170,6740000,6,25.000000,25
req-00000171,6780000,6,25.000000,25
req-00000172,6820000,6,25.000000,25
req-00000173,6860000,6,25.000000,25
req-00000174,6900000,6,25.000000,25
req-00000175,6940000,6,25.000000,25
req-00000176,6980000,6,25.000000,25
req-00000177,7020833,7,24.000000,24
req-00000178,7062500,7,24.000000,24
req-00000179,7104167,7,24.000000,24
req-00000180,7145833,7,24.000000,24
req-00000181,7187500,7,24.000000,24
req-00000182,7229167,7,24.000000,24
req-00000183,7270833,7,24.000000,24
req-00000184,7312500,7,24.000000,24
req-00000185,7354167,7,24.000000,24
req-00000186,7395833,7,24.000000,24
req-00000187,7437500,7,24.000000,24
req-00000188,7479167,7,24.000000,24
req-00000189,7520833,7,24.000000,24
req-00000190,7562500,7,24.000000,24
req-00000191,7604167,7,24.000000,24
req-00000192,7645833,7,24.000000,24
req-00000193,7687500,7,24.000000,24
req-00000194,7729167,7,24.000000,24
req-00000195,7770833,7,24.000000,24
req-00000196,7812500,7,24.000000,24
req-00000197,7854167,7,24.000000,24
req-00000198,7895833,7,24.000000,24
req-00000199,7937500,7,24.000000,24
req-00000200,7979167,7,24.000000,24
req-00000201,8021739,8,23.000000,23
req-00000202,8065217,8,23.000000,23
req-00000203,8108696,8,23.000000,23
req-00000204,8152174,8,23.000000,23
req-00000205,8195652,8,23.000000,23
req-00000206,8239130,8,23.000000,23
req-00000207,8282609,8,23.000000,23
req-00000208,8326087,8,23.000000,23
req-00000209,8369565,8,23.000000,23
req-00000210,8413043,8,23.000000,23
req-00000211,8456522,8,23.000000,23
req-00000212,8500000,8,23.000000,23
req-00000213,8543478,8,23.000000,23
req-00000214,8586957,8,23.000000,23
req-00000215,8630435,8,23.000000,23
req-00000216,8673913,8,23.000000,23
req-00000217,8717391,8,23.000000,23
req-00000218,8760870,8,23.000000,23
req-00000219,8804348,8,23.000000,23
req-00000220,8847826,8,23.000000,23
req-00000221,8891304,8,23.000000,23
req-00000222,8934783,8,23.000000,23
req-00000223,8978261,8,23.000000,23
req-00000224,9020833,9,24.000000,24
req-00000225,9062500,9,24.000000,24
req-00000226,9104167,9,24.000000,24
req-00000227,9145833,9,24.000000,24
req-00000228,9187500,9,24.000000,24
req-00000229,9229167,9,24.000000,24
req-00000230,9270833,9,24.000000,24
req-00000231,9312500,9,24.000000,24
req-00000232,9354167,9,24.000000,24
req-00000233,9395833,9,24.000000,24
req-00000234,9437500,9,24.000000,24
req-00000235,9479167,9,24.000000,24
req-00000236,9520833,9,24.000000,24
req-00000237,9562500,9,24.000000,24
req-00000238,9604167,9,24.000000,24
req-00000239,9645833,9,24.000000,24
req-00000240,9687500,9,24.000000,24
req-00000241,9729167,9,24.000000,24
req-00000242,9770833,9,24.000000,24
req-00000243,9812500,9,24.000000,24
req-00000244,9854167,9,24.000000,24
req-00000245,9895833,9,24.000000,24
req-00000246,9937500,9,24.000000,24
req-00000247,9979167,9,24.000000,24
req-00000248,10020000,10,25.000000,25
req-00000249,10060000,10,25.000000,25
req-00000250,10100000,10,25.000000,25
req-00000251,10140000,10,25.000000,25
req-00000252,10180000,10,25.000000,25
req-00000253,10220000,10,25.000000,25
req-00000254,10260000,10,25.000000,25
req-00000255,10300000,10,25.000000,25
req-00000256,10340000,10,25.000000,25
req-00000257,10380000,10,25.000000,25
req-00000258,10420000,10,25.000000,25
req-00000259,10460000,10,25.000000,25
req-00000260,10500000,10,25.000000,25
req-00000261,10540000,10,25.000000,25
req-00000262,10580000,10,25.000000,25
req-00000263,10620000,10,25.000000,25
req-00000264,10660000,10,25.000000,25
req-00000265,10700000,10,25.000000,25
req-00000266,10740000,10,25.000000,25
req-00000267,10780000,10,25.000000,25
req-00000268,10820000,10,25.000000,25
req-00000269,10860000,10,25.000000,25
req-00000270,10900000,10,25.000000,25
req-00000271,10940000,10,25.000000,25
req-00000272,10980000,10,25.000000,25
req-00000273,11019231,11,26.000000,26
req-00000274,11057692,11,26.000000,26
req-00000275,11096154,11,26.000000,26
req-00000276,11134615,11,26.000000,26
req-00000277,11173077,11,26.000000,26
req-00000278,11211538,11,26.000000,26
req-00000279,11250000,11,26.000000,26
req-00000280,11288462,11,26.000000,26
req-00000281,11326923,11,26.000000,26
req-00000282,11365385,11,26.000000,26
req-00000283,11403846,11,26.000000,26
req-00000284,11442308,11,26.000000,26
req-00000285,11480769,11,26.000000,26
req-00000286,11519231,11,26.000000,26
req-00000287,11557692,11,26.000000,26
req-00000288,11596154,11,26.000000,26
req-00000289,11634615,11,26.000000,26
req-00000290,11673077,11,26.000000,26
req-00000291,11711538,11,26.000000,26
req-00000292,11750000,11,26.000000,26
req-00000293,11788462,11,26.000000,26
req-00000294,11826923,11,26.000000,26
req-00000295,11865385,11,26.000000,26
req-00000296,11903846,11,26.000000,26
req-00000297,11942308,11,26.000000,26
req-00000298,11980769,11,26.000000,26
req-00000299,12018519,12,27.000000,27
req-00000300,12055556,12,27.000000,27
req-00000301,12092593,12,27.000000,27
req-00000302,12129630,12,27.000000,27
req-00000303,12166667,12,27.000000,27
req-00000304,12203704,12,27.000000,27
req-00000305,12240741,12,27.000000,27
req-00000306,12277778,12,27.000000,27
req-00000307,12314815,12,27.000000,27
req-00000308,12351852,12,27.000000,27
req-00000309,12388889,12,27.000000,27
req-00000310,12425926,12,27.000000,27
req-00000311,12462963,12,27.000000,27
req-00000312,12500000,12,27.000000,27
req-00000313,12537037,12,27.000000,27
req-00000314,12574074,12,27.000000,27
req-00000315,12611111,12,27.000000,27
req-00000316,12648148,12,27.000000,27
req-00000317,12685185,12,27.000000,27
req-00000318,12722222,12,27.000000,27
req-00000319,12759259,12,27.000000,27
req-00000320,12796296,12,27.000000,27
req-00000321,12833333,12,27.000000,27
req-00000322,12870370,12,27.000000,27
req-00000323,12907407,12,27.000000,27
req-00000324,12944444,12,27.000000,27
req-00000325,12981481,12,27.000000,27
req-00000326,13019231,13,26.000000,26
req-00000327,13057692,13,26.000000,26
req-00000328,13096154,13,26.000000,26
req-00000329,13134615,13,26.000000,26
req-00000330,13173077,13,26.000000,26
req-00000331,13211538,13,26.000000,26
req-00000332,13250000,13,26.000000,26
req-00000333,13288462,13,26.000000,26
req-00000334,13326923,13,26.000000,26
req-00000335,13365385,13,26.000000,26
req-00000336,13403846,13,26.000000,26
req-00000337,13442308,13,26.000000,26
req-00000338,13480769,13,26.000000,26
req-00000339,13519231,13,26.000000,26
req-00000340,13557692,13,26.000000,26
req-00000341,13596154,13,26.000000,26
req-00000342,13634615,13,26.000000,26
req-00000343,13673077,13,26.000000,26
req-00000344,13711538,13,26.000000,26
req-00000345,13750000,13,26.000000,26
req-00000346,13788462,13,26.000000,26
req-00000347,13826923,13,26.000000,26
req-00000348,13865385,13,26.000000,26
req-00000349,13903846,13,26.000000,26
req-00000350,13942308,13,26.000000,26
req-00000351,13980769,13,26.000000,26
req-00000352,14020000,14,25.000000,25
req-00000353,14060000,14,25.000000,25
req-00000354,14100000,14,25.000000,25
req-00000355,14140000,14,25.000000,25
req-00000356,14180000,14,25.000000,25
req-00000357,14220000,14,25.000000,25
req-00000358,14260000,14,25.000000,25
req-00000359,14300000,14,25.000000,25
req-00000360,14340000,14,25.000000,25
req-00000361,14380000,14,25.000000,25
req-00000362,14420000,14,25.000000,25
req-00000363,14460000,14,25.000000,25
req-00000364,14500000,14,25.000000,25
req-00000365,14540000,14,25.000000,25
req-00000366,14580000,14,25.000000,25
req-00000367,14620000,14,25.000000,25
req-00000368,14660000,14,25.000000,25
req-00000369,14700000,14,25.000000,25
req-00000370,14740000,14,25.000000,25
req-00000371,14780000,14,25.000000,25
req-00000372,14820000,14,25.000000,25
req-00000373,14860000,14,25.000000,25
req-00000374,14900000,14,25.000000,25
req-00000375,14940000,14,25.000000,25
req-00000376,14980000,14,25.000000,25
req-00000377,15020833,15,24.000000,24
req-00000378,15062500,15,24.000000,24
req-00000379,15104167,15,24.000000,24
req-00000380,15145833,15,24.000000,24
req-00000381,15187500,15,24.000000,24
req-00000382,15229167,15,24.000000,24
req-00000383,15270833,15,24.000000,24
req-00000384,15312500,15,24.000000,24
req-00000385,15354167,15,24.000000,24
req-00000386,15395833,15,24.000000,24
req-00000387,15437500,15,24.000000,24
req-00000388,15479167,15,24.000000,24
req-00000389,15520833,15,24.000000,24
req-00000390,15562500,15,24.000000,24
req-00000391,15604167,15,24.000000,24
req-00000392,15645833,15,24.000000,24
req-00000393,15687500,15,24.000000,24
req-00000394,15729167,15,24.000000,24
req-00000395,15770833,15,24.000000,24
req-00000396,15812500,15,24.000000,24
req-00000397,15854167,15,24.000000,24
req-00000398,15895833,15,24.000000,24
req-00000399,15937500,15,24.000000,24
req-00000400,15979167,15,24.000000,24
req-00000401,16021739,16,23.000000,23
req-00000402,16065217,16,23.000000,23
req-00000403,16108696,16,23.000000,23
req-00000404,16152174,16,23.000000,23
req-00000405,16195652,16,23.000000,23
req-00000406,16239130,16,23.000000,23
req-00000407,16282609,16,23.000000,23
req-00000408,16326087,16,23.000000,23
req-00000409,16369565,16,23.000000,23
req-00000410,16413043,16,23.000000,23
req-00000411,16456522,16,23.000000,23
req-00000412,16500000,16,23.000000,23
req-00000413,16543478,16,23.000000,23
req-00000414,16586957,16,23.000000,23
req-00000415,16630435,16,23.000000,23
req-00000416,16673913,16,23.000000,23
req-00000417,16717391,16,23.000000,23
req-00000418,16760870,16,23.000000,23
req-00000419,16804348,16,23.000000,23
req-00000420,16847826,16,23.000000,23
req-00000421,16891304,16,23.000000,23
req-00000422,16934783,16,23.000000,23
req-00000423,16978261,16,23.000000,23
req-00000424,17020833,17,24.000000,24
req-00000425,17062500,17,24.000000,24
req-00000426,17104167,17,24.000000,24
req-00000427,17145833,17,24.000000,24
req-00000428,17187500,17,24.000000,24
req-00000429,17229167,17,24.000000,24
req-00000430,17270833,17,24.000000,24
req-00000431,17312500,17,24.000000,24
req-00000432,17354167,17,24.000000,24
req-00000433,17395833,17,24.000000,24
req-00000434,17437500,17,24.000000,24
req-00000435,17479167,17,24.000000,24
req-00000436,17520833,17,24.000000,24
req-00000437,17562500,17,24.000000,24
req-00000438,17604167,17,24.000000,24
req-00000439,17645833,17,24.000000,24
req-00000440,17687500,17,24.000000,24
req-00000441,17729167,17,24.000000,24
req-00000442,17770833,17,24.000000,24
req-00000443,17812500,17,24.000000,24
req-00000444,17854167,17,24.000000,24
req-00000445,17895833,17,24.000000,24
req-00000446,17937500,17,24.000000,24
req-00000447,17979167,17,24.000000,24
req-00000448,18020000,18,25.000000,25
req-00000449,18060000,18,25.000000,25
req-00000450,18100000,18,25.000000,25
req-00000451,18140000,18,25.000000,25
req-00000452,18180000,18,25.000000,25
req-00000453,18220000,18,25.000000,25
req-00000454,18260000,18,25.000000,25
req-00000455,18300000,18,25.000000,25
req-00000456,18340000,18,25.000000,25
req-00000457,18380000,18,25.000000,25
req-00000458,18420000,18,25.000000,25
req-00000459,18460000,18,25.000000,25
req-00000460,18500000,18,25.000000,25
req-00000461,18540000,18,25.000000,25
req-00000462,18580000,18,25.000000,25
req-00000463,18620000,18,25.000000,25
req-00000464,18660000,18,25.000000,25
req-00000465,18700000,18,25.000000,25
req-00000466,18740000,18,25.000000,25
req-00000467,18780000,18,25.000000,25
req-00000468,18820000,18,25.000000,25
req-00000469,18860000,18,25.000000,25
req-00000470,18900000,18,25.000000,25
req-00000471,18940000,18,25.000000,25
req-00000472,18980000,18,25.000000,25
req-00000473,19019231,19,26.000000,26
req-00000474,19057692,19,26.000000,26
req-00000475,19096154,19,26.000000,26
req-00000476,19134615,19,26.000000,26
req-00000477,19173077,19,26.000000,26
req-00000478,19211538,19,26.000000,26
req-00000479,19250000,19,26.000000,26
req-00000480,19288462,19,26.000000,26
req-00000481,19326923,19,26.000000,26
req-00000482,19365385,19,26.000000,26
req-00000483,19403846,19,26.000000,26
req-00000484,19442308,19,26.000000,26
req-00000485,19480769,19,26.000000,26
req-00000486,19519231,19,26.000000,26
req-00000487,19557692,19,26.000000,26
req-00000488,19596154,19,26.000000,26
req-00000489,19634615,19,26.000000,26
req-00000490,19673077,19,26.000000,26
req-00000491,19711538,19,26.000000,26
req-00000492,19750000,19,26.000000,26
req-00000493,19788462,19,26.000000,26
req-00000494,19826923,19,26.000000,26
req-00000495,19865385,19,26.000000,26
req-00000496,19903846,19,26.000000,26
req-00000497,19942308,19,26.000000,26
req-00000498,19980769,19,26.000000,26
req-00000499,20018519,20,27.000000,27
req-00000500,20055556,20,27.000000,27
req-00000501,20092593,20,27.000000,27
req-00000502,20129630,20,27.000000,27
req-00000503,20166667,20,27.000000,27
req-00000504,20203704,20,27.000000,27
req-00000505,20240741,20,27.000000,27
req-00000506,20277778,20,27.000000,27
req-00000507,20314815,20,27.000000,27
req-00000508,20351852,20,27.000000,27
req-00000509,20388889,20,27.000000,27
req-00000510,20425926,20,27.000000,27
req-00000511,20462963,20,27.000000,27
req-00000512,20500000,20,27.000000,27
req-00000513,20537037,20,27.000000,27
req-00000514,20574074,20,27.000000,27
req-00000515,20611111,20,27.000000,27
req-00000516,20648148,20,27.000000,27
req-00000517,20685185,20,27.000000,27
req-00000518,20722222,20,27.000000,27
req-00000519,20759259,20,27.000000,27
req-00000520,20796296,20,27.000000,27
req-00000521,20833333,20,27.000000,27
req-00000522,20870370,20,27.000000,27
req-00000523,20907407,20,27.000000,27
req-00000524,20944444,20,27.000000,27
req-00000525,20981481,20,27.000000,27
req-00000526,21019231,21,26.000000,26
req-00000527,21057692,21,26.000000,26
req-00000528,21096154,21,26.000000,26
req-00000529,21134615,21,26.000000,26
req-00000530,21173077,21,26.000000,26
req-00000531,21211538,21,26.000000,26
req-00000532,21250000,21,26.000000,26
req-00000533,21288462,21,26.000000,26
req-00000534,21326923,21,26.000000,26
req-00000535,21365385,21,26.000000,26
req-00000536,21403846,21,26.000000,26
req-00000537,21442308,21,26.000000,26
req-00000538,21480769,21,26.000000,26
req-00000539,21519231,21,26.000000,26
req-00000540,21557692,21,26.000000,26
req-00000541,21596154,21,26.000000,26
req-00000542,21634615,21,26.000000,26
req-00000543,21673077,21,26.000000,26
req-00000544,21711538,21,26.000000,26
req-00000545,21750000,21,26.000000,26
req-00000546,21788462,21,26.000000,26
req-00000547,21826923,21,26.000000,26
req-00000548,21865385,21,26.000000,26
req-00000549,21903846,21,26.000000,26
req-00000550,21942308,21,26.000000,26
req-00000551,21980769,21,26.000000,26
req-00000552,22020000,22,25.000000,25
req-00000553,22060000,22,25.000000,25
req-00000554,22100000,22,25.000000,25
req-00000555,22140000,22,25.000000,25
req-00000556,22180000,22,25.000000,25
req-00000557,22220000,22,25.000000,25
req-00000558,22260000,22,25.000000,25
req-00000559,22300000,22,25.000000,25
req-00000560,22340000,22,25.000000,25
req-00000561,22380000,22,25.000000,25
req-00000562,22420000,22,25.000000,25
req-00000563,22460000,22,25.000000,25
req-00000564,22500000,22,25.000000,25
req-00000565,22540000,22,25.000000,25
req-00000566,22580000,22,25.000000,25
req-00000567,22620000,22,25.000000,25
req-00000568,22660000,22,25.000000,25
req-00000569,22700000,22,25.000000,25
req-00000570,22740000,22,25.000000,25
req-00000571,22780000,22,25.000000,25
req-00000572,22820000,22,25.000000,25
req-00000573,22860000,22,25.000000,25
req-00000574,22900000,22,25.000000,25
req-00000575,22940000,22,25.000000,25
req-00000576,22980000,22,25.000000,25
req-00000577,23020833,23,24.000000,24
req-00000578,23062500,23,24.000000,24
req-00000579,23104167,23,24.000000,24
req-00000580,23145833,23,24.000000,24
req-00000581,23187500,23,24.000000,24
req-00000582,23229167,23,24.000000,24
req-00000583,23270833,23,24.000000,24
req-00000584,23312500,23,24.000000,24
req-00000585,23354167,23,24.000000,24
req-00000586,23395833,23,24.000000,24
req-00000587,23437500,23,24.000000,24
req-00000588,23479167,23,24.000000,24
req-00000589,23520833,23,24.000000,24
req-00000590,23562500,23,24.000000,24
req-00000591,23604167,23,24.000000,24
req-00000592,23645833,23,24.000000,24
req-00000593,23687500,23,24.000000,24
req-00000594,23729167,23,24.000000,24
req-00000595,23770833,23,24.000000,24
req-00000596,23812500,23,24.000000,24
req-00000597,23854167,23,24.000000,24
req-00000598,23895833,23,24.000000,24
req-00000599,23937500,23,24.000000,24
req-00000600,23979167,23,24.000000,24
req-00000601,24021739,24,23.000000,23
req-00000602,24065217,24,23.000000,23
req-00000603,24108696,24,23.000000,23
req-00000604,24152174,24,23.000000,23
req-00000605,24195652,24,23.000000,23
req-00000606,24239130,24,23.000000,23
req-00000607,24282609,24,23.000000,23
req-00000608,24326087,24,23.000000,23
req-00000609,24369565,24,23.000000,23
req-00000610,24413043,24,23.000000,23
req-00000611,24456522,24,23.000000,23
req-00000612,24500000,24,23.000000,23
req-00000613,24543478,24,23.000000,23
req-00000614,24586957,24,23.000000,23
req-00000615,24630435,24,23.000000,23
req-00000616,24673913,24,23.000000,23
req-00000617,24717391,24,23.000000,23
req-00000618,24760870,24,23.000000,23
req-00000619,24804348,24,23.000000,23
req-00000620,24847826,24,23.000000,23
req-00000621,24891304,24,23.000000,23
req-00000622,24934783,24,23.000000,23
req-00000623,24978261,24,23.000000,23
req-00000624,25020833,25,24.000000,24
req-00000625,25062500,25,24.000000,24
req-00000626,25104167,25,24.000000,24
req-00000627,25145833,25,24.000000,24
req-00000628,25187500,25,24.000000,24
req-00000629,25229167,25,24.000000,24
req-00000630,25270833,25,24.000000,24
req-00000631,25312500,25,24.000000,24
req-00000632,25354167,25,24.000000,24
req-00000633,25395833,25,24.000000,24
req-00000634,25437500,25,24.000000,24
req-00000635,25479167,25,24.000000,24
req-00000636,25520833,25,24.000000,24
req-00000637,25562500,25,24.000000,24
req-00000638,25604167,25,24.000000,24
req-00000639,25645833,25,24.000000,24
req-00000640,25687500,25,24.000000,24
req-00000641,25729167,25,24.000000,24
req-00000642,25770833,25,24.000000,24
req-00000643,25812500,25,24.000000,24
req-00000644,25854167,25,24.000000,24
req-00000645,25895833,25,24.000000,24
req-00000646,25937500,25,24.000000,24
req-00000647,25979167,25,24.000000,24
req-00000648,26020000,26,25.000000,25
req-00000649,26060000,26,25.000000,25
req-00000650,26100000,26,25.000000,25
req-00000651,26140000,26,25.000000,25
req-00000652,26180000,26,25.000000,25
req-00000653,26220000,26,25.000000,25
req-00000654,26260000,26,25.000000,25
req-00000655,26300000,26,25.000000,25
req-00000656,26340000,26,25.000000,25
req-00000657,26380000,26,25.000000,25
req-00000658,26420000,26,25.000000,25
req-00000659,26460000,26,25.000000,25
req-00000660,26500000,26,25.000000,25
req-00000661,26540000,26,25.000000,25
req-00000662,26580000,26,25.000000,25
req-00000663,26620000,26,25.000000,25
req-00000664,26660000,26,25.000000,25
req-00000665,26700000,26,25.000000,25
req-00000666,26740000,26,25.000000,25
req-00000667,26780000,26,25.000000,25
req-00000668,26820000,26,25.000000,25
req-00000669,26860000,26,25.000000,25
req-00000670,26900000,26,25.000000,25
req-00000671,26940000,26,25.000000,25
req-00000672,26980000,26,25.000000,25
req-00000673,27019231,27,26.000000,26
req-00000674,27057692,27,26.000000,26
req-00000675,27096154,27,26.000000,26
req-00000676,27134615,27,26.000000,26
req-00000677,27173077,27,26.000000,26
req-00000678,27211538,27,26.000000,26
req-00000679,27250000,27,26.000000,26
req-00000680,27288462,27,26.000000,26
req-00000681,27326923,27,26.000000,26
req-00000682,27365385,27,26.000000,26
req-00000683,27403846,27,26.000000,26
req-00000684,27442308,27,26.000000,26
req-00000685,27480769,27,26.000000,26
req-00000686,27519231,27,26.000000,26
req-00000687,27557692,27,26.000000,26
req-00000688,27596154,27,26.000000,26
req-00000689,27634615,27,26.000000,26
req-00000690,27673077,27,26.000000,26
req-00000691,27711538,27,26.000000,26
req-00000692,27750000,27,26.000000,26
req-00000693,27788462,27,26.000000,26
req-00000694,27826923,27,26.000000,26
req-00000695,27865385,27,26.000000,26
req-00000696,27903846,27,26.000000,26
req-00000697,27942308,27,26.000000,26
req-00000698,27980769,27,26.000000,26
req-00000699,28018519,28,27.000000,27
req-00000700,28055556,28,27.000000,27
req-00000701,28092593,28,27.000000,27
req-00000702,28129630,28,27.000000,27
req-00000703,28166667,28,27.000000,27
req-00000704,28203704,28,27.000000,27
req-00000705,28240741,28,27.000000,27
req-00000706,28277778,28,27.000000,27
req-00000707,28314815,28,27.000000,27
req-00000708,28351852,28,27.000000,27
req-00000709,28388889,28,27.000000,27
req-00000710,28425926,28,27.000000,27
req-00000711,28462963,28,27.000000,27
req-00000712,28500000,28,27.000000,27
req-00000713,28537037,28,27.000000,27
req-00000714,28574074,28,27.000000,27
req-00000715,28611111,28,27.000000,27
req-00000716,28648148,28,27.000000,27
req-00000717,28685185,28,27.000000,27
req-00000718,28722222,28,27.000000,27
req-00000719,28759259,28,27.000000,27
req-00000720,28796296,28,27.000000,27
req-00000721,28833333,28,27.000000,27
req-00000722,28870370,28,27.000000,27
req-00000723,28907407,28,27.000000,27
req-00000724,28944444,28,27.000000,27
req-00000725,28981481,28,27.000000,27
req-00000726,29019231,29,26.000000,26
req-00000727,29057692,29,26.000000,26
req-00000728,29096154,29,26.000000,26
req-00000729,29134615,29,26.000000,26
req-00000730,29173077,29,26.000000,26
req-00000731,29211538,29,26.000000,26
req-00000732,29250000,29,26.000000,26
req-00000733,29288462,29,26.000000,26
req-00000734,29326923,29,26.000000,26
