trace_id,suite_version,offset_ms,target_rps,interpolation,phase,event_label,oracle_replicas
sustained-peak-v1,1.0.0,74000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,75000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,76000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,77000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,78000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,79000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,80000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,81000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,82000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,83000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,84000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,85000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,86000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,87000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,88000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,89000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,90000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,91000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,92000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,93000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,94000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,95000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,96000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,97000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,98000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,99000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,100000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,101000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,102000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,103000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,104000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,105000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,106000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,107000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,108000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,109000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,110000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,111000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,112000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,113000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,114000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,115000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,116000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,117000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,118000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,119000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,120000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,121000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,122000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,123000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,124000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,125000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,126000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,127000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,128000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,129000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,130000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,131000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,132000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,133000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,134000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,135000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,136000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,137000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,138000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,139000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,140000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,141000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,142000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,143000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,144000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,145000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,146000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,147000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,148000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,149000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,150000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,151000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,152000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,153000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,154000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,155000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,156000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,157000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,158000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,159000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,160000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,161000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,162000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,163000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,164000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,165000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,166000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,167000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,168000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,169000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,170000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,171000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,172000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,173000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,174000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,175000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,176000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,177000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,178000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,179000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,180000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,181000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,182000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,183000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,184000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,185000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,186000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,187000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,188000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,189000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,190000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,191000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,192000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,193000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,194000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,195000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,196000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,197000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,198000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,199000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,200000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,201000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,202000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,203000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,204000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,205000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,206000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,207000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,208000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,209000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,210000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,211000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,212000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,213000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,214000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,215000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,216000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,217000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,218000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,219000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,220000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,221000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,222000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,223000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,224000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,225000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,226000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,227000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,228000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,229000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,230000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,231000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,232000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,233000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,234000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,235000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,236000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,237000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,238000,60.000000,step,treatment,,4
sustained-peak-v1,1.0.0,239000,60.000000,step,treatment,peak_end,4
sustained-peak-v1,1.0.0,240000,25.000000,step,recovery,recovery_start;recovery_complete;recovery;stable_end,1
sustained-peak-v1,1.0.0,241000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,242000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,243000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,244000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,245000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,246000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,247000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,248000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,249000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,250000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,251000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,252000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,253000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,254000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,255000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,256000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,257000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,258000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,259000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,260000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,261000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,262000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,263000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,264000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,265000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,266000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,267000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,268000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,269000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,270000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,271000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,272000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,273000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,274000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,275000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,276000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,277000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,278000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,279000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,280000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,281000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,282000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,283000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,284000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,285000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,286000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,287000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,288000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,289000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,290000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,291000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,292000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,293000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,294000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,295000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,296000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,297000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,298000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,299000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,300000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,301000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,302000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,303000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,304000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,305000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,306000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,307000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,308000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,309000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,310000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,311000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,312000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,313000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,314000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,315000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,316000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,317000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,318000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,319000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,320000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,321000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,322000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,323000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,324000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,325000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,326000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,327000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,328000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,329000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,330000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,331000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,332000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,333000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,334000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,335000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,336000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,337000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,338000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,339000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,340000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,341000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,342000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,343000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,344000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,345000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,346000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,347000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,348000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,349000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,350000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,351000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,352000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,353000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,354000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,355000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,356000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,357000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,358000,25.000000,step,recovery,,1
sustained-peak-v1,1.0.0,359000,25.000000,step,recovery,,1
