trace_id,suite_version,offset_ms,target_rps,interpolation,phase,event_label,oracle_replicas
stable-noisy-control-v1,1.0.0,52000,27.000000,step,warmup,,1
stable-noisy-control-v1,1.0.0,53000,26.000000,step,warmup,,1
stable-noisy-control-v1,1.0.0,54000,25.000000,step,warmup,,1
stable-noisy-control-v1,1.0.0,55000,24.000000,step,warmup,,1
stable-noisy-control-v1,1.0.0,56000,23.000000,step,warmup,,1
stable-noisy-control-v1,1.0.0,57000,24.000000,step,warmup,,1
stable-noisy-control-v1,1.0.0,58000,25.000000,step,warmup,,1
stable-noisy-control-v1,1.0.0,59000,26.000000,step,warmup,,1
stable-noisy-control-v1,1.0.0,60000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,61000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,62000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,63000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,64000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,65000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,66000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,67000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,68000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,69000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,70000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,71000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,72000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,73000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,74000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,75000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,76000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,77000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,78000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,79000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,80000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,81000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,82000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,83000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,84000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,85000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,86000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,87000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,88000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,89000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,90000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,91000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,92000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,93000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,94000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,95000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,96000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,97000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,98000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,99000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,100000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,101000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,102000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,103000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,104000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,105000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,106000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,107000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,108000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,109000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,110000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,111000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,112000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,113000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,114000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,115000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,116000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,117000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,118000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,119000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,120000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,121000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,122000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,123000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,124000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,125000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,126000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,127000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,128000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,129000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,130000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,131000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,132000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,133000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,134000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,135000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,136000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,137000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,138000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,139000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,140000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,141000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,142000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,143000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,144000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,145000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,146000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,147000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,148000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,149000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,150000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,151000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,152000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,153000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,154000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,155000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,156000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,157000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,158000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,159000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,160000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,161000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,162000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,163000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,164000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,165000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,166000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,167000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,168000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,169000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,170000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,171000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,172000,27.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,173000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,174000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,175000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,176000,23.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,177000,24.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,178000,25.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,179000,26.000000,step,treatment,,1
stable-noisy-control-v1,1.0.0,180000,27.000000,step,recovery,stable_end,1
stable-noisy-control-v1,1.0.0,181000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,182000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,183000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,184000,23.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,185000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,186000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,187000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,188000,27.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,189000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,190000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,191000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,192000,23.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,193000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,194000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,195000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,196000,27.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,197000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,198000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,199000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,200000,23.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,201000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,202000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,203000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,204000,27.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,205000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,206000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,207000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,208000,23.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,209000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,210000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,211000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,212000,27.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,213000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,214000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,215000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,216000,23.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,217000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,218000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,219000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,220000,27.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,221000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,222000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,223000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,224000,23.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,225000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,226000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,227000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,228000,27.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,229000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,230000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,231000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,232000,23.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,233000,24.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,234000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,235000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,236000,27.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,237000,26.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,238000,25.000000,step,recovery,,1
stable-noisy-control-v1,1.0.0,239000,24.000000,step,recovery,,1
